date,open,high,low,close,volume
2015-04-01,124.820,125.120,123.100,124.250,40621400.000
2015-04-02,125.030,125.560,124.190,125.320,32220100.000
2015-04-06,124.470,127.510,124.330,127.350,37194000.000
2015-04-07,127.640,128.120,125.980,126.010,35012300.000
2015-04-08,125.850,126.400,124.970,125.600,37329200.000
2015-04-09,125.850,126.580,124.660,126.560,32484000.000
2015-04-10,125.950,127.210,125.260,127.100,40188000.000
2015-04-13,128.370,128.570,126.610,126.850,36365100.000
2015-04-14,127.000,127.290,125.910,126.300,25524600.000
2015-04-15,126.410,127.130,126.010,126.780,28970400.000
2015-04-16,126.280,127.100,126.110,126.170,28369000.000
2015-04-17,125.550,126.140,124.460,124.750,51957000.000
2015-04-20,125.570,128.120,125.170,127.600,47054300.000
2015-04-21,128.100,128.200,126.670,126.910,32435100.000
2015-04-22,126.990,128.870,126.320,128.620,37654500.000
2015-04-23,128.300,130.420,128.140,129.670,45770900.000
2015-04-24,130.490,130.630,129.230,130.280,44525900.000
2015-04-27,132.310,133.130,131.150,132.650,96954200.000
2015-04-28,134.460,134.540,129.570,130.560,118924000.000
2015-04-29,130.160,131.590,128.300,128.640,63386100.000
2015-04-30,128.640,128.640,124.580,125.150,83195400.000
2015-05-01,126.100,130.130,125.300,128.950,58512600.000
2015-05-04,129.500,130.570,128.260,128.700,50988300.000
2015-05-05,128.150,128.450,125.780,125.800,49271400.000
2015-05-06,126.560,126.750,123.360,125.010,72141000.000
2015-05-07,124.770,126.080,124.020,125.260,43940900.000
2015-05-08,126.680,127.620,126.110,127.620,55550400.000
2015-05-11,127.390,127.560,125.630,126.320,42035800.000
2015-05-12,125.600,126.880,124.820,125.870,48160000.000
2015-05-13,126.150,127.190,125.870,126.010,34694200.000
2015-05-14,127.410,128.950,127.160,128.950,45203500.000
2015-05-15,129.070,129.490,128.210,128.770,38208000.000
2015-05-18,128.380,130.720,128.360,130.190,50882900.000
2015-05-19,130.690,130.880,129.640,130.070,44633200.000
2015-05-20,130.000,130.980,129.340,130.060,36454900.000
2015-05-21,130.070,131.630,129.830,131.390,39730400.000
2015-05-22,131.600,132.970,131.400,132.540,45596000.000
2015-05-26,132.600,132.910,129.120,129.620,70697600.000
2015-05-27,130.340,132.260,130.050,132.040,45833200.000
2015-05-28,131.860,131.950,131.100,131.780,30733300.000
2015-05-29,131.230,131.450,129.900,130.280,50884500.000
2015-06-01,130.280,131.390,130.050,130.540,32112800.000
2015-06-02,129.860,130.660,129.320,129.960,33667600.000
2015-06-03,130.660,130.940,129.900,130.120,30889400.000
2015-06-04,129.580,130.580,128.910,129.360,38450100.000
2015-06-05,129.500,129.690,128.360,128.650,35626800.000
2015-06-08,128.900,129.210,126.830,127.800,52674800.000
2015-06-09,126.700,128.080,125.620,127.420,56075400.000
2015-06-10,127.920,129.340,127.850,128.880,39087300.000
2015-06-11,129.180,130.180,128.480,128.590,35390900.000
2015-06-12,128.190,128.330,127.110,127.170,36886200.000
2015-06-15,126.100,127.240,125.710,126.920,43988900.000
2015-06-16,127.030,127.850,126.370,127.600,31494100.000
2015-06-17,127.720,127.880,126.740,127.300,32918100.000
2015-06-18,127.230,128.310,127.220,127.880,35407200.000
2015-06-19,127.710,127.820,126.400,126.600,54716900.000
2015-06-22,127.490,128.060,127.080,127.610,34039300.000
2015-06-23,127.480,127.610,126.880,127.030,30268900.000
2015-06-24,127.210,129.800,127.120,128.110,55280900.000
2015-06-25,128.860,129.200,127.500,127.500,31938100.000
2015-06-26,127.670,127.990,126.510,126.750,44066800.000
2015-06-29,125.460,126.470,124.480,124.530,49161400.000
2015-06-30,125.570,126.120,124.860,125.430,44370700.000
2015-07-01,126.900,126.940,125.990,126.600,30238800.000
2015-07-02,126.430,126.690,125.770,126.440,27211000.000
2015-07-06,124.940,126.230,124.850,126.000,28060400.000
2015-07-07,125.890,126.150,123.770,125.690,46946800.000
2015-07-08,124.480,124.640,122.540,122.570,60761600.000
2015-07-09,123.850,124.060,119.220,120.070,77821600.000
2015-07-10,121.940,123.850,121.210,123.280,61354500.000
2015-07-13,125.030,125.760,124.320,125.660,41440500.000
2015-07-14,126.040,126.370,125.040,125.610,31768100.000
2015-07-15,125.720,127.150,125.580,126.820,33649200.000
2015-07-16,127.740,128.570,127.350,128.510,36222400.000
2015-07-17,129.080,129.620,128.310,129.620,46164700.000
2015-07-20,130.970,132.970,130.700,132.070,58900200.000
2015-07-21,132.850,132.920,130.320,130.750,76756400.000
2015-07-22,121.990,125.500,121.990,125.220,115450600.000
2015-07-23,126.200,127.090,125.060,125.160,50999500.000
2015-07-24,125.320,125.740,123.900,124.500,42162300.000
2015-07-27,123.090,123.610,122.120,122.770,44455500.000
2015-07-28,123.380,123.910,122.550,123.380,33618100.000
2015-07-29,123.150,123.500,122.270,122.990,37011700.000
2015-07-30,122.320,122.570,121.710,122.370,33628300.000
2015-07-31,122.600,122.640,120.910,121.300,42885000.000
2015-08-03,121.500,122.570,117.520,118.440,69976000.000
2015-08-04,117.420,117.700,113.250,114.640,124138600.000
2015-08-05,112.950,117.440,112.100,115.400,99312600.000
2015-08-06,115.970,116.500,114.120,115.130,52903000.000
2015-08-07,114.580,116.250,114.500,115.520,38670400.000
2015-08-10,116.530,119.990,116.530,119.720,54951600.000
2015-08-11,117.810,118.180,113.330,113.490,97082800.000
2015-08-12,112.530,115.420,109.630,115.240,101217500.000
2015-08-13,116.040,116.400,114.540,115.150,48535800.000
2015-08-14,114.320,116.310,114.010,115.960,42929500.000
2015-08-17,116.040,117.650,115.500,117.160,40884700.000
2015-08-18,116.430,117.440,116.010,116.500,34560700.000
2015-08-19,116.100,116.520,114.680,115.010,47445700.000
2015-08-20,114.080,114.350,111.630,112.650,68501600.000
2015-08-21,110.430,111.900,105.650,105.760,128275500.000
2015-08-24,94.870,108.800,92.000,103.120,162206300.000
2015-08-25,111.110,111.110,103.500,103.740,103601600.000
2015-08-26,107.090,109.890,105.050,109.690,96774600.000
2015-08-27,112.230,113.240,110.020,112.920,84616100.000
2015-08-28,112.170,113.310,111.540,113.290,53164400.000
2015-08-31,112.030,114.530,112.000,112.760,56229300.000
2015-09-01,110.150,111.880,107.360,107.720,76845900.000
2015-09-02,110.230,112.340,109.130,112.340,61888800.000
2015-09-03,112.490,112.780,110.040,110.370,53233900.000
2015-09-04,108.970,110.450,108.510,109.270,49996300.000
2015-09-08,111.750,112.560,110.320,112.310,54843600.000
2015-09-09,113.760,114.020,109.770,110.150,85010800.000
2015-09-10,110.270,113.280,109.900,112.570,62892800.000
2015-09-11,111.790,114.210,111.760,114.210,49915500.000
2015-09-14,116.580,116.890,114.860,115.310,58363400.000
2015-09-15,115.930,116.530,114.420,116.280,43341200.000
2015-09-16,116.250,116.540,115.440,116.410,37173500.000
2015-09-17,115.660,116.490,113.720,113.920,64112600.000
2015-09-18,112.210,114.300,111.870,113.450,74285300.000
2015-09-21,113.670,115.370,113.660,115.210,50222000.000
2015-09-22,113.380,114.180,112.520,113.400,50346200.000
2015-09-23,113.630,114.720,113.300,114.320,35756700.000
2015-09-24,113.250,115.500,112.370,115.000,50219500.000
2015-09-25,116.440,116.690,114.020,114.710,56151900.000
2015-09-28,113.850,114.570,112.440,112.440,52109000.000
2015-09-29,112.830,113.510,107.860,109.060,73365400.000
2015-09-30,110.170,111.540,108.730,110.300,66473000.000
2015-10-01,109.070,109.620,107.310,109.580,63929100.000
2015-10-02,108.010,111.010,107.550,110.380,58019800.000
2015-10-05,109.880,111.370,109.070,110.780,52064700.000
2015-10-06,110.630,111.740,109.770,111.310,48857000.000
2015-10-07,111.740,111.770,109.410,110.780,46765600.000
2015-10-08,110.190,110.190,108.210,109.500,61979600.000
2015-10-09,110.000,112.280,109.490,112.120,52766100.000
2015-10-12,112.730,112.750,111.440,111.600,30467200.000
2015-10-13,110.820,112.450,110.680,111.790,33049300.000
2015-10-14,111.290,111.520,109.560,110.210,44462400.000
2015-10-15,110.930,112.100,110.490,111.860,37673500.000
2015-10-16,111.780,112.000,110.530,111.040,38236300.000
2015-10-19,110.800,111.750,110.110,111.730,29759200.000
2015-10-20,111.340,114.170,110.820,113.770,48967800.000
2015-10-21,114.000,115.580,113.700,113.760,41795200.000
2015-10-22,114.330,115.500,114.100,115.500,41654100.000
2015-10-23,116.700,119.230,116.330,119.080,59366900.000
2015-10-26,118.080,118.130,114.920,115.280,66333800.000
2015-10-27,115.400,116.540,113.990,114.550,69884400.000
2015-10-28,116.930,119.300,116.060,119.270,85551400.000
2015-10-29,118.700,120.690,118.270,120.530,51227300.000
2015-10-30,120.990,121.220,119.450,119.500,49365300.000
2015-11-02,120.800,121.360,119.610,121.180,32203300.000
2015-11-03,120.790,123.490,120.700,122.570,45519000.000
2015-11-04,123.130,123.820,121.620,122.000,44886100.000
2015-11-05,121.850,122.690,120.180,120.920,39552700.000
2015-11-06,121.110,121.810,120.620,121.060,33042300.000
2015-11-09,120.960,121.810,120.050,120.570,33871400.000
2015-11-10,116.900,118.070,116.060,116.770,59127900.000
2015-11-11,116.370,117.420,115.210,116.110,45218000.000
2015-11-12,116.260,116.820,115.650,115.720,32525600.000
2015-11-13,115.200,115.570,112.270,112.340,45812400.000
2015-11-16,111.380,114.240,111.000,114.180,38106700.000
2015-11-17,114.920,115.050,113.320,113.690,27616900.000
2015-11-18,115.760,117.490,115.500,117.290,46674700.000
2015-11-19,117.640,119.750,116.760,118.780,43295800.000
2015-11-20,119.200,119.920,118.850,119.300,34287100.000
2015-11-23,119.270,119.730,117.340,117.750,32482500.000
2015-11-24,117.330,119.350,117.120,118.880,42803200.000
2015-11-25,119.210,119.230,117.920,118.030,21388300.000
2015-11-27,118.290,118.410,117.600,117.810,13046400.000
2015-11-30,117.990,119.410,117.750,118.300,39180300.000
2015-12-01,118.750,118.810,116.860,117.340,34852400.000
2015-12-02,117.340,118.110,116.080,116.280,33386600.000
2015-12-03,116.550,116.790,114.220,115.200,41569500.000
2015-12-04,115.290,119.250,115.110,119.030,57777000.000
2015-12-07,118.980,119.860,117.810,118.280,32084200.000
2015-12-08,117.520,118.600,116.860,118.230,34309500.000
2015-12-09,117.640,117.690,115.080,115.620,46361400.000
2015-12-10,116.040,116.940,115.510,116.170,29212700.000
2015-12-11,115.190,115.390,112.850,113.180,46886200.000
2015-12-14,112.180,112.680,109.790,112.480,64318700.000
2015-12-15,111.940,112.800,110.350,110.490,52978100.000
2015-12-16,111.070,111.990,108.800,111.340,56238500.000
2015-12-17,112.020,112.250,108.980,108.980,44772800.000
2015-12-18,108.910,109.520,105.810,106.030,96453300.000
2015-12-21,107.280,107.370,105.570,107.330,47590600.000
2015-12-22,107.400,107.720,106.450,107.230,32789400.000
2015-12-23,107.270,108.850,107.200,108.610,32657400.000
2015-12-24,109.000,109.000,107.950,108.030,13596700.000
2015-12-28,107.590,107.690,106.180,106.820,26704200.000
2015-12-29,106.960,109.430,106.860,108.740,30931200.000
2015-12-30,108.580,108.700,107.180,107.320,25213800.000
2015-12-31,107.010,107.030,104.820,105.260,40912300.000
2016-01-04,102.610,105.370,102.000,105.350,67649400.000
2016-01-05,105.750,105.850,102.410,102.710,55791000.000
2016-01-06,100.560,102.370,99.870,100.700,68457400.000
2016-01-07,98.680,100.130,96.430,96.450,81094400.000
2016-01-08,98.550,99.110,96.760,96.960,70798000.000
2016-01-11,98.970,99.060,97.340,98.530,49739400.000
2016-01-12,100.550,100.690,98.840,99.960,49154200.000
2016-01-13,100.320,101.190,97.300,97.390,62439600.000
2016-01-14,97.960,100.480,95.740,99.520,63170100.000
2016-01-15,96.200,97.710,95.360,97.130,79833900.000
2016-01-19,98.410,98.650,95.500,96.660,53087700.000
2016-01-20,95.100,98.190,93.420,96.790,72334400.000
2016-01-21,97.060,97.880,94.940,96.300,52161500.000
2016-01-22,98.630,101.460,98.370,101.420,65800500.000
2016-01-25,101.520,101.530,99.210,99.440,51794500.000
2016-01-26,99.930,100.880,98.070,99.990,75077000.000
2016-01-27,96.040,96.630,93.340,93.420,133369700.000
2016-01-28,93.790,94.520,92.390,94.090,55678800.000
2016-01-29,94.790,97.340,94.350,97.340,64416500.000
2016-02-01,96.470,96.710,95.400,96.430,40943500.000
2016-02-02,95.420,96.040,94.280,94.480,37357200.000
2016-02-03,95.000,96.840,94.080,96.350,45964300.000
2016-02-04,95.860,97.330,95.190,96.600,46471700.000
2016-02-05,96.520,96.920,93.690,94.020,46418100.000
2016-02-08,93.130,95.700,93.040,95.010,54021400.000
2016-02-09,94.290,95.940,93.930,94.990,44331200.000
2016-02-10,95.920,96.350,94.100,94.270,42343600.000
2016-02-11,93.790,94.720,92.590,93.700,50074700.000
2016-02-12,94.190,94.500,93.010,93.990,40351400.000
2016-02-16,95.020,96.850,94.610,96.640,49057900.000
2016-02-17,96.670,98.210,96.150,98.120,44863200.000
2016-02-18,98.840,98.890,96.090,96.260,39021000.000
2016-02-19,96.000,96.760,95.800,96.040,35374200.000
2016-02-22,96.310,96.900,95.920,96.880,34280800.000
2016-02-23,96.400,96.500,94.550,94.690,31942600.000
2016-02-24,93.980,96.380,93.320,96.100,36255700.000
2016-02-25,96.050,96.760,95.250,96.760,27582700.000
2016-02-26,97.200,98.020,96.580,96.910,28991100.000
2016-02-29,96.860,98.230,96.650,96.690,35216300.000
2016-03-01,97.650,100.770,97.420,100.530,50407100.000
2016-03-02,100.510,100.890,99.640,100.750,33169600.000
2016-03-03,100.580,101.710,100.450,101.500,36955700.000
2016-03-04,102.370,103.750,101.370,103.010,46055100.000
2016-03-07,102.390,102.830,100.960,101.870,35828900.000
2016-03-08,100.780,101.760,100.400,101.030,31561900.000
2016-03-09,101.310,101.580,100.270,101.120,27201700.000
2016-03-10,101.410,102.240,100.150,101.170,33513600.000
2016-03-11,102.240,102.280,101.500,102.260,27408200.000
2016-03-14,101.910,102.910,101.780,102.520,25076100.000
2016-03-15,103.960,105.180,103.850,104.580,40067700.000
2016-03-16,104.610,106.310,104.590,105.970,38303500.000
2016-03-17,105.520,106.470,104.960,105.800,34420700.000
2016-03-18,106.340,106.500,105.190,105.920,44205200.000
2016-03-21,105.930,107.650,105.140,105.910,35502700.000
2016-03-22,105.250,107.290,105.210,106.720,32444400.000
2016-03-23,106.480,107.070,105.900,106.130,25703500.000
2016-03-24,105.470,106.250,104.890,105.670,26133000.000
2016-03-28,106.000,106.190,105.060,105.190,19411400.000
2016-03-29,104.890,107.790,104.880,107.680,31190100.000
2016-03-30,108.650,110.420,108.600,109.560,45601100.000
2016-03-31,109.720,109.900,108.880,108.990,25888400.000
2016-04-01,108.780,110.000,108.200,109.990,25874000.000
2016-04-04,110.420,112.190,110.270,111.120,37356200.000
2016-04-05,109.510,110.730,109.420,109.810,26578700.000
2016-04-06,110.230,110.980,109.200,110.960,26404100.000
2016-04-07,109.950,110.420,108.120,108.540,31801900.000
2016-04-08,108.910,109.770,108.170,108.660,23581700.000
2016-04-11,108.970,110.610,108.830,109.020,29407500.000
2016-04-12,109.340,110.500,108.660,110.440,27232300.000
2016-04-13,110.800,112.340,110.800,112.040,33257300.000
2016-04-14,111.620,112.390,111.330,112.100,25473900.000
2016-04-15,112.110,112.300,109.730,109.850,46939000.000
2016-04-18,108.890,108.950,106.940,107.480,60821500.000
2016-04-19,107.880,108.000,106.230,106.910,32384900.000
2016-04-20,106.640,108.090,106.060,107.130,30611000.000
2016-04-21,106.930,106.930,105.520,105.970,31552500.000
2016-04-22,105.010,106.480,104.620,105.680,33683100.000
2016-04-25,105.000,105.650,104.510,105.080,28031600.000
2016-04-26,103.910,105.300,103.910,104.350,56016200.000
2016-04-27,96.000,98.710,95.680,97.820,114602100.000
2016-04-28,97.610,97.880,94.250,94.830,82242700.000
2016-04-29,93.990,94.720,92.510,93.740,68531500.000
2016-05-02,93.970,94.080,92.400,93.640,48160100.000
2016-05-03,94.200,95.740,93.680,95.180,56831300.000
2016-05-04,95.200,95.900,93.820,94.190,41025500.000
2016-05-05,94.000,94.070,92.680,93.240,35890500.000
2016-05-06,93.370,93.450,91.850,92.720,43699900.000
2016-05-09,93.000,93.770,92.590,92.790,32936400.000
2016-05-10,93.330,93.570,92.110,93.420,33686800.000
2016-05-11,93.480,93.570,92.460,92.510,28719100.000
2016-05-12,92.720,92.780,89.470,90.340,76314700.000
2016-05-13,90.000,91.670,90.000,90.520,44392800.000
2016-05-16,92.390,94.390,91.650,93.880,61259800.000
2016-05-17,94.550,94.700,93.010,93.490,46916900.000
2016-05-18,94.160,95.210,93.890,94.560,42062400.000
2016-05-19,94.640,94.640,93.570,94.200,30442100.000
2016-05-20,94.640,95.430,94.520,95.220,32026000.000
2016-05-23,95.870,97.190,95.670,96.430,38018600.000
2016-05-24,97.220,98.090,96.840,97.900,35140200.000
2016-05-25,98.670,99.740,98.110,99.620,38168800.000
2016-05-26,99.680,100.730,98.640,100.410,56331200.000
2016-05-27,99.440,100.470,99.250,100.350,36341200.000
2016-05-31,99.600,100.400,98.820,99.860,42307200.000
2016-06-01,99.020,99.540,98.330,98.460,29173300.000
2016-06-02,97.600,97.840,96.630,97.720,40191600.000
2016-06-03,97.790,98.270,97.450,97.920,28504900.000
2016-06-06,97.990,101.890,97.550,98.630,23292500.000
2016-06-07,99.250,99.870,98.960,99.030,22409500.000
2016-06-08,99.020,99.560,98.680,98.940,20848100.000
2016-06-09,98.500,99.990,98.460,99.650,26601400.000
2016-06-10,98.530,99.350,98.480,98.830,31712900.000
2016-06-13,98.690,99.120,97.100,97.340,38020500.000
2016-06-14,97.320,98.480,96.750,97.460,31931900.000
2016-06-15,97.820,98.410,97.030,97.140,29445200.000
2016-06-16,96.450,97.750,96.070,97.550,31326800.000
2016-06-17,96.620,96.650,95.300,95.330,61008200.000
2016-06-20,96.000,96.570,95.030,95.100,34411900.000
2016-06-21,94.940,96.350,94.680,95.910,35546400.000
2016-06-22,96.250,96.890,95.350,95.550,29219100.000
2016-06-23,95.940,96.290,95.250,96.100,32240200.000
2016-06-24,92.910,94.660,92.650,93.400,75311400.000
2016-06-27,93.000,93.050,91.500,92.040,45489600.000
2016-06-28,92.900,93.660,92.140,93.590,40444900.000
2016-06-29,93.970,94.550,93.630,94.400,36531000.000
2016-06-30,94.440,95.770,94.300,95.600,35836400.000
2016-07-01,95.490,96.470,95.330,95.890,26026500.000
2016-07-05,95.390,95.400,94.460,94.990,27705200.000
2016-07-06,94.600,95.660,94.370,95.530,30949100.000
2016-07-07,95.700,96.500,95.620,95.940,25139600.000
2016-07-08,96.490,96.890,96.050,96.680,28912100.000
2016-07-11,96.750,97.650,96.730,96.980,23794900.000
2016-07-12,97.170,97.700,97.120,97.420,24167500.000
2016-07-13,97.410,97.670,96.840,96.870,25892200.000
2016-07-14,97.390,98.990,97.320,98.790,38919000.000
2016-07-15,98.920,99.300,98.500,98.780,30137000.000
2016-07-18,98.700,100.130,98.600,99.830,36493900.000
2016-07-19,99.560,100.000,99.340,99.870,23779900.000
2016-07-20,100.000,100.460,99.740,99.960,26276000.000
2016-07-21,99.830,101.000,99.130,99.430,32702000.000
2016-07-22,99.260,99.300,98.310,98.660,28313700.000
2016-07-25,98.250,98.840,96.920,97.340,40382900.000
2016-07-26,96.820,97.970,96.420,96.670,56239800.000
2016-07-27,104.270,104.350,102.750,102.950,92344800.000
2016-07-28,102.830,104.450,102.820,104.340,39869800.000
2016-07-29,104.190,104.550,103.680,104.210,27733700.000
2016-08-01,104.410,106.150,104.410,106.050,38167900.000
2016-08-02,106.050,106.070,104.000,104.480,33816600.000
2016-08-03,104.810,105.840,104.770,105.790,30202600.000
2016-08-04,105.580,106.000,105.280,105.870,27408700.000
2016-08-05,106.270,107.650,106.180,107.480,40553400.000
2016-08-08,107.520,108.370,107.160,108.370,28037200.000
2016-08-09,108.230,108.940,108.010,108.810,26315200.000
2016-08-10,108.710,108.900,107.760,108.000,24008500.000
2016-08-11,108.520,108.930,107.850,107.930,27484500.000
2016-08-12,107.780,108.440,107.780,108.180,18660400.000
2016-08-15,108.140,109.540,108.080,109.480,25868200.000
2016-08-16,109.630,110.230,109.210,109.380,33794400.000
2016-08-17,109.100,109.370,108.340,109.220,25356000.000
2016-08-18,109.230,109.600,109.020,109.080,21984700.000
2016-08-19,108.770,109.690,108.360,109.360,25368100.000
2016-08-22,108.860,109.100,107.850,108.510,25820200.000
2016-08-23,108.590,109.320,108.530,108.850,21257700.000
2016-08-24,108.570,108.750,107.680,108.030,23675100.000
2016-08-25,107.390,107.880,106.680,107.570,25086200.000
2016-08-26,107.410,107.950,106.310,106.940,27704400.000
2016-08-29,106.620,107.440,106.290,106.820,24770200.000
2016-08-30,105.800,106.500,105.500,106.000,24863900.000
2016-08-31,105.660,106.570,105.640,106.100,28616700.000
2016-09-01,106.140,106.800,105.620,106.730,26701500.000
2016-09-02,107.700,108.000,106.820,107.730,26334900.000
2016-09-06,107.900,108.300,107.510,107.700,26880400.000
2016-09-07,107.830,108.760,107.070,108.360,42364300.000
2016-09-08,107.250,107.270,105.240,105.520,53002000.000
2016-09-09,104.640,105.720,103.130,103.130,45973100.000
2016-09-12,102.650,105.720,102.530,105.440,45292800.000
2016-09-13,107.510,108.790,107.240,107.950,62176200.000
2016-09-14,108.730,113.030,108.600,111.770,110888700.000
2016-09-15,113.860,115.730,113.490,115.570,89983600.000
2016-09-16,115.120,116.130,114.040,114.920,79677200.000
2016-09-19,115.190,116.180,113.250,113.580,47023000.000
2016-09-20,113.050,114.120,112.510,113.570,34514300.000
2016-09-21,113.850,113.990,112.440,113.550,36003200.000
2016-09-22,114.350,114.940,114.000,114.620,31074000.000
2016-09-23,114.420,114.790,111.550,112.710,52325900.000
2016-09-26,111.640,113.390,111.550,112.880,29869400.000
2016-09-27,113.000,113.180,112.340,113.090,24576200.000
2016-09-28,113.690,114.640,113.430,113.950,29641100.000
2016-09-29,113.160,113.800,111.800,112.180,35887000.000
2016-09-30,112.460,113.370,111.800,113.050,36238600.000
2016-10-03,112.710,113.050,112.280,112.520,21701800.000
2016-10-04,113.060,114.310,112.630,113.000,29652300.000
